,BSSID,SSID,zone,subzone,dBm_Signal,Channel,Crypto
0,ac:cf:85:52:bd:b5,_ONOWiFi,1,1,-73,5,{'OPN'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,1,1,-59,6,{'OPN'}
0,e2:41:36:84:12:f8,MOVISTAR_12F8,1,1,-84,6,{'WPA2/PSK'}
0,d8:fb:5e:01:0c:6e,MOVISTAR_0C6D,1,1,-88,6,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,1,1,-69,6,{'WEP'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,1,1,-59,6,{'OPN'}
0,e2:41:36:84:12:f8,MOVISTAR_12F8,1,1,-80,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,1,1,-59,6,{'OPN'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,1,1,-69,6,{'WEP'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,1,1,-59,6,{'OPN'}
0,e2:41:36:84:12:f8,MOVISTAR_12F8,1,1,-83,6,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,1,1,-69,6,{'WEP'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,1,1,-60,6,{'OPN'}
0,e2:41:36:84:12:f8,MOVISTAR_12F8,1,1,-83,6,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,1,1,-69,6,{'WEP'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,1,1,-60,6,{'OPN'}
0,dc:53:7c:08:b0:88,ONO8AC2,1,1,-88,9,"{'WPA/PSK', 'WPA2/PSK'}"
0,62:8d:36:6d:96:f3,MiFibra-96EF-24G,1,1,-87,9,{'WEP'}
0,b0:7f:b9:a7:84:76,Navi Wifi 5G_2GEXT,1,1,-84,10,{'WEP'}
0,b0:7f:b9:a7:84:76,Navi Wifi 5G_2GEXT,1,1,-83,10,{'WEP'}
0,b0:7f:b9:a7:84:76,Navi Wifi 5G_2GEXT,1,1,-85,10,{'WEP'}
0,a8:9a:93:67:68:c0,MiFibra-68C0,1,1,-85,11,{'WEP'}
0,a4:08:f5:db:44:06,vodafone4400,1,1,-82,11,"{'WPA/PSK', 'WPA2/PSK'}"
0,00:4a:77:e8:1b:c6,TontoElQueLoLea-2.4G,1,1,-36,11,"{'WPA/PSK', 'WPA2/PSK'}"
0,04:a2:22:1e:74:16,MiFibra-7414,1,1,-87,11,{'WEP'}
0,f4:06:8d:8c:ab:b1,devolo-bb1,1,1,-68,11,{'WPA2/PSK'}
0,50:7e:5d:67:53:ed,Orange-53EB,1,1,-51,11,"{'WPA/PSK', 'WPA2/PSK'}"
0,a4:08:f5:db:44:06,vodafone4400,1,1,-84,11,"{'WPA/PSK', 'WPA2/PSK'}"
0,f4:06:8d:8c:ab:b1,devolo-bb1,1,1,-69,11,{'WPA2/PSK'}
0,00:4a:77:e8:1b:c6,TontoElQueLoLea-2.4G,1,1,-39,11,"{'WPA/PSK', 'WPA2/PSK'}"
0,f4:06:8d:8c:ab:b2,devolo-bb1,1,1,-75,36,{'WPA2/PSK'}
0,f4:06:8d:8c:ab:b2,devolo-bb1,1,1,-74,36,{'WPA2/PSK'}
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,1,1,-39,48,"{'WPA/PSK', 'WPA2/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,1,1,-40,48,"{'WPA/PSK', 'WPA2/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,1,1,-39,48,"{'WPA/PSK', 'WPA2/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,1,1,-39,48,"{'WPA/PSK', 'WPA2/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,1,1,-39,48,"{'WPA/PSK', 'WPA2/PSK'}"
0,ec:f4:51:55:0a:a2,,1,1,-81,52,{'WPA2/PSK'}
0,48:8d:36:50:bc:22,MiFibra-BC20,1,2,-79,1,{'WEP'}
0,8c:e1:17:d0:64:0e,MASMOVIL_2G_HJsC,1,2,-78,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,a0:8e:78:71:bf:8e,vodafoneBF88,1,2,-70,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,62:8d:36:d1:75:61,Invitado-755E,1,2,-69,1,{'WEP'}
0,10:62:d0:8e:ab:9e,LowiAB99,1,2,-86,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,e4:3e:d7:e2:e9:70,MiFibra-E96E,1,2,-79,1,{'WEP'}
0,48:8d:36:50:bc:22,MiFibra-BC20,1,2,-78,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,1,2,-75,1,{'WEP'}
0,48:8d:36:16:94:51,MiFibra-944F,1,2,-81,1,{'WEP'}
0,e4:3e:d7:e2:e9:70,MiFibra-E96E,1,2,-79,1,{'WEP'}
0,a0:8e:78:71:bf:8e,vodafoneBF88,1,2,-72,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,48:8d:36:d1:75:60,MiFibra-755E,1,2,-69,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,1,2,-69,1,{'WEP'}
0,48:8d:36:16:94:51,MiFibra-944F,1,2,-77,1,{'WEP'}
0,48:8d:36:50:bc:22,MiFibra-BC20,1,2,-77,1,{'WEP'}
0,a0:8e:78:71:bf:8e,vodafoneBF88,1,2,-70,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,62:8d:36:d1:75:61,Invitado-755E,1,2,-68,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,1,2,-74,1,{'WEP'}
0,48:8d:36:50:bc:22,MiFibra-BC20,1,2,-77,1,{'WEP'}
0,a0:8e:78:71:bf:8e,vodafoneBF88,1,2,-71,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,48:8d:36:d1:75:60,MiFibra-755E,1,2,-68,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,1,2,-61,1,{'WEP'}
0,a0:8e:78:71:bf:8e,vodafoneBF88,1,2,-72,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,a0:8e:78:71:bf:8e,vodafoneBF88,1,2,-73,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,1,2,-73,5,{'WPA2/PSK'}
0,44:ff:ba:16:0d:4d,MIWIFI_2G_T4G6,1,2,-81,4,{'WPA/PSK'}
0,44:ff:ba:16:0d:4d,MIWIFI_2G_T4G6,1,2,-82,4,{'WPA/PSK'}
0,44:ff:ba:16:0d:4d,MIWIFI_2G_T4G6,1,2,-82,4,{'WPA/PSK'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,1,2,-74,5,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,1,2,-60,6,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,1,2,-62,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,1,2,-78,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,1,2,-78,5,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,1,2,-64,5,{'WEP'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,1,2,-64,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,1,2,-75,5,{'WPA2/PSK'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,1,2,-71,5,{'WPA2/PSK'}
0,86:25:19:76:fd:d1,DIRECT-vHM2020 Series,1,2,-83,5,{'WPA2/PSK'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,1,2,-64,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,1,2,-73,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,1,2,-76,5,{'OPN'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,1,2,-71,5,{'WPA2/PSK'}
0,9c:6f:52:d1:ce:23,MIWIFI_2G_XKS4,1,2,-86,6,"{'WPA2/PSK', 'WPA/PSK'}"
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,1,2,-65,6,{'WEP'}
0,3c:17:10:53:2c:88,MiFibra-2C88,1,2,-82,6,{'WPA2/PSK'}
0,3c:17:10:53:2c:8a,Invitado-2C88,1,2,-84,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,1,2,-61,6,{'OPN'}
0,e2:41:36:84:12:f8,MOVISTAR_12F8,1,2,-75,6,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,1,2,-65,6,{'WEP'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,1,2,-74,5,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,1,2,-60,6,{'OPN'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,1,2,-63,6,{'WEP'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,1,2,-61,6,{'OPN'}
0,08:95:2a:de:55:5a,EUDAIMONIA,1,2,-77,7,"{'WPA2/PSK', 'WPA/PSK'}"
0,08:95:2a:de:55:5a,EUDAIMONIA,1,2,-80,7,"{'WPA2/PSK', 'WPA/PSK'}"
0,48:8d:36:6d:96:f1,MiFibra-96EF,1,2,-82,9,{'WEP'}
0,f4:06:8d:8c:ab:b1,devolo-bb1,1,2,-67,11,{'WPA2/PSK'}
0,b0:7f:b9:a7:84:76,Navi Wifi 5G_2GEXT,1,2,-77,10,{'WEP'}
0,98:97:d1:49:4c:bd,MOVISTAR_4CBC,1,2,-80,11,{'WPA2/PSK'}
0,50:7e:5d:67:53:ed,Orange-53EB,1,2,-43,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,04:a2:22:1e:74:16,MiFibra-7414,1,2,-75,11,{'WEP'}
0,50:7e:5d:67:53:ed,Orange-53EB,1,2,-43,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,f4:06:8d:8c:ab:b2,devolo-bb1,1,2,-78,36,{'WPA2/PSK'}
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,1,2,-43,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,1,2,-41,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,1,2,-40,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,1,2,-40,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,1,2,-39,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,ec:f4:51:55:0a:a2,,1,2,-80,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,1,2,-80,52,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a2,,1,2,-79,52,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a2,,1,2,-78,52,{'WPA2/PSK'}
0,48:8d:36:d1:75:60,MiFibra-755E,0,1,-59,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,0,1,-59,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,0,1,-62,1,{'WEP'}
0,78:31:2b:dc:2f:a0,JAZZTEL_xdpk,0,1,-76,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,0,1,-58,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,0,1,-58,1,{'WEP'}
0,b4:2a:0e:da:00:de,Navi Wifi 2G,0,1,-76,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,04:a2:22:1e:1a:16,MiFibra-1A14,0,1,-76,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,0,1,-62,1,{'WEP'}
0,e4:3e:d7:e2:e9:70,MiFibra-E96E,0,1,-81,1,{'WEP'}
0,78:31:2b:dc:2f:a0,JAZZTEL_xdpk,0,1,-75,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,0,1,-56,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,0,1,-57,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,0,1,-76,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,0,1,-63,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,0,1,-59,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,0,1,-58,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,0,1,-77,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,0,1,-63,1,{'WEP'}
0,78:31:2b:dc:2f:a0,JAZZTEL_xdpk,0,1,-78,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,0,1,-58,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,0,1,-58,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,0,1,-78,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,0,1,-62,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,0,1,-58,1,{'WEP'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,0,1,-82,5,{'WPA2/PSK'}
0,d8:0d:17:bc:ea:bc,TP-Link_EABC,0,1,-89,4,"{'WPA/PSK', 'WPA2/PSK'}"
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,0,1,-61,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,0,1,-56,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,0,1,-56,5,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,0,1,-60,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,0,1,-51,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,0,1,-51,5,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,0,1,-59,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,0,1,-56,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,0,1,-56,5,{'OPN'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,0,1,-80,5,{'WPA2/PSK'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,0,1,-59,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,0,1,-52,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,0,1,-51,5,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,0,1,-60,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,0,1,-57,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,0,1,-56,5,{'OPN'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,0,1,-81,5,{'WPA2/PSK'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,0,1,-60,5,{'WEP'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,0,1,-78,6,{'WEP'}
0,3c:17:10:53:2c:8a,Invitado-2C88,0,1,-85,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,0,1,-66,6,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,0,1,-60,5,{'WEP'}
0,3c:17:10:53:2c:88,MiFibra-2C88,0,1,-84,6,{'WPA2/PSK'}
0,3c:17:10:53:2c:8a,Invitado-2C88,0,1,-84,6,{'WPA2/PSK'}
0,e2:41:36:50:0b:68,MOVISTAR_0B68,0,1,-88,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,0,1,-65,6,{'OPN'}
0,e2:41:36:84:12:f8,MOVISTAR_12F8,0,1,-82,6,{'WPA2/PSK'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,0,1,-60,5,{'WEP'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,0,1,-79,6,{'WEP'}
0,e2:41:36:50:0b:68,MOVISTAR_0B68,0,1,-87,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,0,1,-64,6,{'OPN'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,0,1,-80,6,{'WEP'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,0,1,-66,6,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,0,1,-60,5,{'WEP'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,0,1,-66,6,{'OPN'}
0,e2:41:36:84:12:f8,MOVISTAR_12F8,0,1,-82,6,{'WPA2/PSK'}
0,62:8d:36:6d:96:f3,MiFibra-96EF-24G,0,1,-87,9,{'WEP'}
0,62:8d:36:6d:96:f3,MiFibra-96EF-24G,0,1,-87,9,{'WEP'}
0,48:8d:36:6d:96:f1,MiFibra-96EF,0,1,-88,9,{'WEP'}
0,48:8d:36:6d:96:f1,MiFibra-96EF,0,1,-82,9,{'WEP'}
0,62:8d:36:6d:96:f3,MiFibra-96EF-24G,0,1,-86,9,{'WEP'}
0,b0:7f:b9:a7:84:76,Navi Wifi 5G_2GEXT,0,1,-75,10,{'WEP'}
0,34:57:60:94:8b:42,MOVISTAR_8B41,0,1,-81,11,{'WPA2/PSK'}
0,50:7e:5d:67:53:ed,Orange-53EB,0,1,-73,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,f4:06:8d:8c:ab:b2,devolo-bb1,0,1,-90,36,{'WPA2/PSK'}
0,34:57:60:94:8b:4a,MOVISTAR_PLUS_8B41,0,1,-86,36,{'WPA2/PSK'}
0,26:57:60:94:8b:4a,MOVISTAR_8B41,0,1,-88,36,{'WPA2/PSK'}
0,34:57:60:94:8b:4a,MOVISTAR_PLUS_8B41,0,1,-87,36,{'WPA2/PSK'}
0,26:57:60:94:8b:4a,MOVISTAR_8B41,0,1,-88,36,{'WPA2/PSK'}
0,f4:06:8d:8c:ab:b2,devolo-bb1,0,1,-90,36,{'WPA2/PSK'}
0,34:57:60:94:8b:4a,MOVISTAR_PLUS_8B41,0,1,-87,36,{'WPA2/PSK'}
0,26:57:60:94:8b:4a,MOVISTAR_8B41,0,1,-87,36,{'WPA2/PSK'}
0,34:57:60:94:8b:4a,MOVISTAR_PLUS_8B41,0,1,-89,36,{'WPA2/PSK'}
0,26:57:60:94:8b:4a,MOVISTAR_8B41,0,1,-87,36,{'WPA2/PSK'}
0,34:57:60:94:8b:4a,MOVISTAR_PLUS_8B41,0,1,-88,36,{'WPA2/PSK'}
0,26:57:60:94:8b:4a,MOVISTAR_8B41,0,1,-87,36,{'WPA2/PSK'}
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,0,1,-68,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,0,1,-68,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,0,1,-68,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,0,1,-68,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,0,1,-67,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,46:fe:3b:3e:dc:9a,MiFibra-DC97,0,1,-91,56,{'WPA2/PSK'}
0,46:fe:3b:3e:dc:9a,MiFibra-DC97,0,1,-90,56,{'WPA2/PSK'}
0,44:fe:3b:3e:dc:9a,,0,1,-89,56,{'WPA2/PSK'}
0,46:fe:3b:3e:dc:9a,MiFibra-DC97,0,1,-90,56,{'WPA2/PSK'}
0,44:fe:3b:3e:dc:9a,,0,1,-93,56,{'WPA2/PSK'}
0,44:fe:3b:3e:dc:9a,,0,1,-91,56,{'WPA2/PSK'}
0,46:fe:3b:3e:dc:9a,MiFibra-DC97,0,1,-91,56,{'WPA2/PSK'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,0,2,-71,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,0,2,-66,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,0,2,-49,1,{'WEP'}
0,b4:2a:0e:da:00:de,Navi Wifi 2G,0,2,-86,1,"{'WPA/PSK', 'WPA2/PSK'}"
0,04:a2:22:1e:1a:16,MiFibra-1A14,0,2,-70,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,0,2,-66,1,{'WEP'}
0,a0:8e:78:71:bf:8e,vodafoneBF88,0,2,-85,1,"{'WPA/PSK', 'WPA2/PSK'}"
0,48:8d:36:d1:75:60,MiFibra-755E,0,2,-49,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,0,2,-49,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,0,2,-70,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,0,2,-66,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,0,2,-49,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,0,2,-49,1,{'WEP'}
0,b4:2a:0e:da:00:de,Navi Wifi 2G,0,2,-82,1,"{'WPA/PSK', 'WPA2/PSK'}"
0,04:a2:22:1e:1a:16,MiFibra-1A14,0,2,-69,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,0,2,-65,1,{'WEP'}
0,a0:8e:78:71:bf:8e,vodafoneBF88,0,2,-83,1,"{'WPA/PSK', 'WPA2/PSK'}"
0,48:8d:36:d1:75:60,MiFibra-755E,0,2,-49,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,0,2,-49,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,0,2,-71,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,0,2,-66,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,0,2,-49,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,0,2,-48,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,0,2,-72,1,{'WEP'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,0,2,-51,5,{'WEP'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,0,2,-50,5,{'WEP'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,0,2,-85,5,{'WPA2/PSK'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,0,2,-50,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,0,2,-67,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,0,2,-68,5,{'OPN'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,0,2,-84,5,{'WPA2/PSK'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,0,2,-51,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,0,2,-68,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,0,2,-69,5,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,0,2,-52,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,0,2,-68,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,0,2,-66,5,{'OPN'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,0,2,-84,5,{'WPA2/PSK'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,0,2,-52,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,0,2,-69,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,0,2,-69,5,{'OPN'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,0,2,-84,5,{'WPA2/PSK'}
0,e2:41:36:50:0b:68,MOVISTAR_0B68,0,2,-83,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,0,2,-67,6,{'OPN'}
0,e2:41:36:84:12:f8,MOVISTAR_12F8,0,2,-81,6,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,0,2,-68,6,{'WEP'}
0,e2:41:36:50:0b:68,MOVISTAR_0B68,0,2,-80,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,0,2,-69,6,{'OPN'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,0,2,-69,6,{'WEP'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,0,2,-67,6,{'OPN'}
0,98:97:d1:47:cd:75,MOVISTAR_CD74,0,2,-71,11,{'WPA2/PSK'}
0,b0:7f:b9:a7:84:76,Navi Wifi 5G_2GEXT,0,2,-79,10,{'WEP'}
0,50:7e:5d:67:53:ed,Orange-53EB,0,2,-64,11,"{'WPA/PSK', 'WPA2/PSK'}"
0,b0:7f:b9:a7:84:76,Navi Wifi 5G_2GEXT,0,2,-82,10,{'WEP'}
0,98:97:d1:47:cd:75,MOVISTAR_CD74,0,2,-71,11,{'WPA2/PSK'}
0,f4:06:8d:8c:ab:b2,devolo-bb1,0,2,-75,36,{'WPA2/PSK'}
0,f4:06:8d:8c:ab:b2,devolo-bb1,0,2,-78,36,{'WPA2/PSK'}
0,f4:06:8d:8c:ab:b2,devolo-bb1,0,2,-80,36,{'WPA2/PSK'}
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,0,2,-57,48,"{'WPA/PSK', 'WPA2/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,0,2,-59,48,"{'WPA/PSK', 'WPA2/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,0,2,-58,48,"{'WPA/PSK', 'WPA2/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,0,2,-58,48,"{'WPA/PSK', 'WPA2/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,0,2,-57,48,"{'WPA/PSK', 'WPA2/PSK'}"
0,ec:f4:51:55:0a:a2,,0,2,-89,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,0,2,-88,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,0,2,-87,52,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a2,,0,2,-86,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,0,2,-86,52,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a2,,0,2,-90,52,{'WPA2/PSK'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,0,3,-72,1,{'WEP'}
0,48:8d:36:50:bc:22,MiFibra-BC20,0,3,-82,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,0,3,-54,1,{'WEP'}
